Area,Sex,Province,Area_Type,Year,Source,Total_Pop,Total_5to25,Higher_Ed_Rate,No_Edu_Rate,SLC_Completion_Rate,Dropout_Proxy_Rate,Currently_Attending_Rate,Never_Attended,CurrAtt_Primary,CurrAtt_LowerSec,CurrAtt_UpperSec,NotAtt_Primary,NotAtt_LowerSec,NotAtt_UpperSec,Education_Level,Attainment_Population,Education_Level_Order
Morang,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),832912,334289,6.01,1.0,12.43,6.67,60.28,22299,110845,60268,30392,21506,25776,26570,Intermediate,106683,6
Morang,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),832912,334289,6.01,1.0,12.43,6.67,60.28,22299,110845,60268,30392,21506,25776,26570,Graduate,35815,7
Morang,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),832912,334289,6.01,1.0,12.43,6.67,60.28,22299,110845,60268,30392,21506,25776,26570,Post_Graduate,14229,8
Morang,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),832912,334289,6.01,1.0,12.43,6.67,60.28,22299,110845,60268,30392,21506,25776,26570,No_Level,8322,9
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Early_Childhood,1410,1
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Primary,13831,2
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Lower_Secondary,8513,3
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Upper_Secondary,7067,4
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,SLC_SEE,3378,5
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Intermediate,6151,6
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Graduate,1273,7
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,Post_Graduate,396,8
Okhaldhunga,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),44392,20751,3.76,4.57,7.61,3.8,66.98,789,6656,4402,2842,1281,1593,1705,No_Level,2029,9
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Early_Childhood,1450,1
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Primary,16777,2
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Lower_Secondary,10761,3
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Upper_Secondary,8793,4
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,SLC_SEE,4014,5
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Intermediate,5935,6
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Graduate,1294,7
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,Post_Graduate,753,8
Okhaldhunga,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),51314,21168,3.99,2.38,7.82,3.14,66.58,664,6896,4444,2754,1515,1833,1548,No_Level,1221,9
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Early_Childhood,2860,1
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Primary,30608,2
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Lower_Secondary,19274,3
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Upper_Secondary,15860,4
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,SLC_SEE,7392,5
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Intermediate,12086,6
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Graduate,2567,7
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,Post_Graduate,1149,8
Okhaldhunga,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),95706,41919,3.88,3.4,7.72,3.47,66.78,1453,13552,8846,5596,2796,3426,3253,No_Level,3250,9
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Early_Childhood,2217,1
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Primary,16265,2
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Lower_Secondary,12602,3
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Upper_Secondary,11876,4
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,SLC_SEE,6787,5
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Intermediate,7085,6
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Graduate,1406,7
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,Post_Graduate,418,8
Panchthar,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),60345,25414,3.02,2.16,11.25,1.7,63.67,433,8286,5113,2782,811,2353,3386,No_Level,1305,9
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Early_Childhood,2371,1
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Primary,20432,2
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Lower_Secondary,15767,3
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Upper_Secondary,13524,4
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,SLC_SEE,7295,5
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Intermediate,6270,6
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Graduate,1590,7
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,Post_Graduate,851,8
Panchthar,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),69389,27389,3.52,1.33,10.51,1.86,61.16,509,8406,5358,2987,1604,3187,2906,No_Level,922,9
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Early_Childhood,4588,1
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Primary,36697,2
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Lower_Secondary,28369,3
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Upper_Secondary,25400,4
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,SLC_SEE,14082,5
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Intermediate,13355,6
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Graduate,2996,7
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,Post_Graduate,1269,8
Panchthar,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),129734,52803,3.29,1.72,10.85,1.78,62.37,942,16692,10471,5769,2415,5540,6292,No_Level,2227,9
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Early_Childhood,2102,1
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Primary,17774,2
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Lower_Secondary,12266,3
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Upper_Secondary,8246,4
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,SLC_SEE,4538,5
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Intermediate,4790,6
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Graduate,1101,7
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,Post_Graduate,364,8
Sankhuwasabha,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),52489,25074,2.79,1.75,8.65,2.96,63.57,742,8267,5063,2609,1574,2662,2002,No_Level,919,9
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Early_Childhood,2306,1
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Primary,21533,2
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Lower_Secondary,14317,3
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Upper_Secondary,10453,4
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,SLC_SEE,5447,5
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Intermediate,5505,6
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Graduate,1552,7
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,Post_Graduate,919,8
Sankhuwasabha,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),63142,26576,3.91,1.1,8.63,2.75,63.18,731,8803,5194,2793,2323,2591,1779,No_Level,694,9
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Early_Childhood,4408,1
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Primary,39307,2
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Lower_Secondary,26583,3
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Upper_Secondary,18699,4
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,SLC_SEE,9985,5
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Intermediate,10295,6
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Graduate,2653,7
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,Post_Graduate,1283,8
Sankhuwasabha,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),115631,51650,3.4,1.39,8.64,2.85,63.37,1473,17070,10257,5402,3897,5253,3781,No_Level,1613,9
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Early_Childhood,1328,1
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Primary,11114,2
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Lower_Secondary,6770,3
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Upper_Secondary,4631,4
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,SLC_SEE,2313,5
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Intermediate,4449,6
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Graduate,918,7
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,Post_Graduate,405,8
Solukhumbu,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),33495,15710,3.95,4.14,6.91,3.13,67.07,491,5385,3374,1778,1034,1318,1031,No_Level,1386,9
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Early_Childhood,1331,1
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Primary,14385,2
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Lower_Secondary,8401,3
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Upper_Secondary,5928,4
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,SLC_SEE,2928,5
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Intermediate,4644,6
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Graduate,1209,7
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,Post_Graduate,717,8
Solukhumbu,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),40887,16798,4.71,2.75,7.16,2.68,65.41,451,5770,3417,1801,1514,1469,945,No_Level,1126,9
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Early_Childhood,2659,1
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Primary,25499,2
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Lower_Secondary,15171,3
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Upper_Secondary,10559,4
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,SLC_SEE,5241,5
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Intermediate,9093,6
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Graduate,2127,7
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,Post_Graduate,1122,8
Solukhumbu,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),74382,32508,4.37,3.38,7.05,2.9,66.21,942,11155,6791,3579,2548,2787,1976,No_Level,2512,9
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Early_Childhood,14357,1
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Primary,88343,2
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Lower_Secondary,58248,3
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Upper_Secondary,54515,4
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,SLC_SEE,38783,5
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Intermediate,41926,6
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Graduate,11029,7
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,Post_Graduate,3561,8
Sunsari,Female,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),316911,142930,4.6,1.29,12.24,9.29,56.87,13282,45417,23691,12177,10332,10608,12730,No_Level,4084,9
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Early_Childhood,16408,1
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Primary,96840,2
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Lower_Secondary,66471,3
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Upper_Secondary,56899,4
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,SLC_SEE,42073,5
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Intermediate,41360,6
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Graduate,13599,7
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,Post_Graduate,6576,8
Sunsari,Male,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),344938,142928,5.85,0.81,12.2,6.98,59.92,9973,48103,24826,12715,10523,10801,9150,No_Level,2784,9
Sunsari,Total,Koshi,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),661849,285858,5.25,1.04,12.22,8.14,58.4,23255,93520,48517,24892,20855,21409,21880,Early_Childhood,30765,1
