Area,Sex,Province,Area_Type,Year,Source,Total_Pop,Total_5to25,Higher_Ed_Rate,No_Edu_Rate,SLC_Completion_Rate,Dropout_Proxy_Rate,Currently_Attending_Rate,Never_Attended,CurrAtt_Primary,CurrAtt_LowerSec,CurrAtt_UpperSec,NotAtt_Primary,NotAtt_LowerSec,NotAtt_UpperSec,Education_Level,Attainment_Population,Education_Level_Order
Rasuwa,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),29699,13813,4.75,3.24,7.81,4.12,62.26,569,4594,2583,1423,944,1264,1105,Post_Graduate,357,8
Rasuwa,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),29699,13813,4.75,3.24,7.81,4.12,62.26,569,4594,2583,1423,944,1264,1105,No_Level,963,9
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Early_Childhood,3746,1
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Primary,29898,2
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Lower_Secondary,18400,3
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Upper_Secondary,14069,4
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,SLC_SEE,8290,5
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Intermediate,11714,6
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Graduate,2122,7
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,Post_Graduate,843,8
Sindhuli,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92501,50254,3.21,3.02,8.96,5.86,62.44,2945,15978,9800,5602,3723,4025,4269,No_Level,2792,9
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Early_Childhood,4054,1
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Primary,36337,2
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Lower_Secondary,22968,3
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Upper_Secondary,16347,4
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,SLC_SEE,10260,5
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Intermediate,11371,6
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Graduate,2368,7
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,Post_Graduate,1682,8
Sindhuli,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),107754,50827,3.76,1.67,9.52,4.33,62.12,2201,16591,9821,5161,4084,5018,3764,No_Level,1801,9
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Early_Childhood,7800,1
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Primary,66235,2
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Lower_Secondary,41368,3
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Upper_Secondary,30416,4
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,SLC_SEE,18550,5
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Intermediate,23085,6
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Graduate,4490,7
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,Post_Graduate,2525,8
Sindhuli,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),200255,101081,3.5,2.29,9.26,5.09,62.28,5146,32569,19621,10763,7807,9043,8033,No_Level,4593,9
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Early_Childhood,3056,1
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Primary,24930,2
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Lower_Secondary,14804,3
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Upper_Secondary,10027,4
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,SLC_SEE,5261,5
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Intermediate,9356,6
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Graduate,2124,7
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,Post_Graduate,845,8
Sindhupalchok,Female,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),75849,37126,3.91,5.74,6.94,4.63,64.69,1720,11969,7692,4356,2723,2957,2482,No_Level,4353,9
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Early_Childhood,3331,1
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Primary,31735,2
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Lower_Secondary,19013,3
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Upper_Secondary,12421,4
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,SLC_SEE,6597,5
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Intermediate,9140,6
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Graduate,2132,7
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,Post_Graduate,1432,8
Sindhupalchok,Male,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),89429,37677,3.99,2.97,7.38,3.95,62.9,1490,12230,7458,4010,3166,3624,2252,No_Level,2659,9
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Early_Childhood,6387,1
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Primary,56665,2
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Lower_Secondary,33817,3
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Upper_Secondary,22448,4
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,SLC_SEE,11858,5
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Intermediate,18496,6
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Graduate,4256,7
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,Post_Graduate,2277,8
Sindhupalchok,Total,Bagmati,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),165278,74803,3.95,4.24,7.17,4.29,63.79,3210,24199,15150,8366,5889,6581,4734,No_Level,7012,9
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Early_Childhood,3374,1
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Primary,27005,2
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Lower_Secondary,18404,3
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Upper_Secondary,13209,4
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,SLC_SEE,7431,5
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Intermediate,12677,6
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Graduate,2690,7
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,Post_Graduate,826,8
Baglung,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92010,37635,3.82,5.17,8.08,2.39,66.12,899,12685,7809,4390,2306,3132,2854,No_Level,4755,9
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Early_Childhood,3803,1
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Primary,29146,2
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Lower_Secondary,18385,3
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Upper_Secondary,14344,4
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,SLC_SEE,8717,5
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Intermediate,11119,6
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Graduate,2375,7
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,Post_Graduate,1619,8
Baglung,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),92511,37509,4.32,2.15,9.42,1.88,70.45,707,14036,7955,4434,2039,2290,1975,No_Level,1992,9
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Early_Childhood,7177,1
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Primary,56151,2
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Lower_Secondary,36789,3
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Upper_Secondary,27553,4
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,SLC_SEE,16148,5
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Intermediate,23796,6
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Graduate,5065,7
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,Post_Graduate,2445,8
Baglung,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),184521,75144,4.07,3.66,8.75,2.14,68.28,1606,26721,15764,8824,4345,5422,4829,No_Level,6747,9
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Early_Childhood,29939,1
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Primary,234944,2
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Lower_Secondary,184867,3
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Upper_Secondary,142019,4
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,SLC_SEE,90331,5
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Intermediate,141047,6
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Graduate,39733,7
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,Post_Graduate,13862,8
Gandaki,Female,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),922506,313070,5.81,2.86,9.79,1.98,66.8,6195,104144,66395,38595,15297,26030,23822,No_Level,26354,9
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Early_Childhood,35069,1
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Primary,257440,2
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Lower_Secondary,190554,3
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Upper_Secondary,152758,4
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,SLC_SEE,108194,5
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Intermediate,131119,6
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Graduate,39109,7
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,Post_Graduate,23306,8
Gandaki,Male,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),962648,330832,6.48,1.29,11.24,1.73,68.84,5708,117393,70433,39926,17417,23905,17533,No_Level,12413,9
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Early_Childhood,65008,1
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Primary,492384,2
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Lower_Secondary,375421,3
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Upper_Secondary,294777,4
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,SLC_SEE,198525,5
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Intermediate,272166,6
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Graduate,78842,7
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,Post_Graduate,37168,8
Gandaki,Total,Gandaki,Province,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),1885154,643902,6.15,2.06,10.53,1.85,67.85,11903,221537,136828,78521,32714,49935,41355,No_Level,38767,9
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Early_Childhood,2499,1
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Primary,25311,2
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Lower_Secondary,18559,3
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Upper_Secondary,10993,4
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,SLC_SEE,6239,5
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Intermediate,10029,6
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Graduate,2431,7
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,Post_Graduate,1049,8
Gorkha,Female,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),82561,34067,4.22,4.25,7.56,2.99,67.83,1019,11272,7412,4423,2022,3096,1901,No_Level,3505,9
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Early_Childhood,2829,1
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Primary,29302,2
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Lower_Secondary,19235,3
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Upper_Secondary,12294,4
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,SLC_SEE,7792,5
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Intermediate,9460,6
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Graduate,2413,7
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,Post_Graduate,1627,8
Gorkha,Male,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),88611,33999,4.56,2.53,8.79,2.27,70.03,771,12057,7541,4213,2279,2468,1403,No_Level,2242,9
Gorkha,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),171172,68066,4.39,3.36,8.2,2.63,68.93,1790,23329,14953,8636,4301,5564,3304,Early_Childhood,5328,1
Gorkha,Total,Gandaki,District,2021,CBS Nepal NPHC 2021 (Tables 25 & 26),171172,68066,4.39,3.36,8.2,2.63,68.93,1790,23329,14953,8636,4301,5564,3304,Primary,54613,2
